gene,canonical_acc,isoform_acc,canon_ipTM,iso_ipTM,canon_len,iso_len,structural_outcome
TCAF1,Q9Y4C2,Q9Y4C2-2,0.19,0.19,921,919,Monomer Baseline / Stochastic Signal
RPS6KA1,Q15418,Q15418-4,0.21,0.22,735,719,Monomer Baseline / Stochastic Signal
RPS6KA1,Q15418,Q15418-3,0.21,0.22,735,643,Monomer Baseline / Stochastic Signal
DERL3,Q96Q80,Q96Q80-5,0.33,0.25,235,205,Monomer Baseline / Stochastic Signal
SCP2,P22307,P22307-2,0.77,0.19,547,143,Ablation from >0.7 Canonical
SCP2,P22307,P22307-4,0.77,0.54,547,466,Ablation from >0.7 Canonical
SCP2,P22307,P22307-6,0.77,0.19,547,140,Ablation from >0.7 Canonical
TBC1D13,Q9NVG8,Q9NVG8-3,0.27,0.2,400,219,Monomer Baseline / Stochastic Signal
RAVER1,Q8IY67,Q8IY67-3,0.27,0.31,606,75,Monomer Baseline / Stochastic Signal
PFKFB4,Q16877,Q16877-3,0.84,0.75,469,435,Ablation from >0.8 Canonical
PAX3,P23760,P23760-5,0.28,0.23,479,407,Monomer Baseline / Stochastic Signal
PAX3,P23760,P23760-4,0.28,0.24,479,403,Monomer Baseline / Stochastic Signal
ZNF558,Q96NG5,Q96NG5-2,0.13,0.11,402,331,Monomer Baseline / Stochastic Signal
CYTH1,Q15438,Q15438-3,0.17,0.2,398,339,Monomer Baseline / Stochastic Signal
ANKS1A,Q92625,Q92625-2,0.21,0.15,1134,320,Monomer Baseline / Stochastic Signal
TSHZ1,Q6ZSZ6,Q6ZSZ6-2,0.21,0.21,1077,1032,Monomer Baseline / Stochastic Signal
HDAC2,Q92769,Q92769-3,0.21,0.23,488,458,Monomer Baseline / Stochastic Signal
HOXC6,P09630,P09630-2,0.18,0.15,235,153,Monomer Baseline / Stochastic Signal
MTARC2,Q969Z3,Q969Z3-2,0.19,0.36,335,257,Monomer Baseline / Stochastic Signal
KHDC1,Q4VXA5,Q4VXA5-2,0.16,0.21,237,164,Monomer Baseline / Stochastic Signal
PPP1R12B,O60237,O60237-4,0.24,0.39,982,208,Monomer Baseline / Stochastic Signal
PPP1R12B,O60237,O60237-2,0.24,0.18,982,386,Monomer Baseline / Stochastic Signal
CCNC,P24863,P24863-2,0.21,0.17,283,198,Monomer Baseline / Stochastic Signal
IL1RL1,Q01638,Q01638-2,0.15,0.15,556,328,Monomer Baseline / Stochastic Signal
OSBPL1A,Q9BXW6,Q9BXW6-2,0.29,0.71,950,437,Monomer Baseline / Stochastic Signal
OSBPL1A,Q9BXW6,Q9BXW6-4,0.29,0.32,950,568,Monomer Baseline / Stochastic Signal
SLC35F2,Q8IXU6,Q8IXU6-3,0.22,0.2,374,327,Monomer Baseline / Stochastic Signal
GPR132,Q9UNW8,Q9UNW8-2,0.12,0.59,380,192,Monomer Baseline / Stochastic Signal
SOCS7,O14512,O14512-2,0.16,0.31,581,331,Monomer Baseline / Stochastic Signal
MSANTD2,Q6P1R3,Q6P1R3-2,0.42,0.13,559,329,Monomer Baseline / Stochastic Signal
C3orf33,Q6P1S2,Q6P1S2-2,0.16,0.14,294,251,Monomer Baseline / Stochastic Signal
TOMM40,O96008,O96008-2,0.62,0.12,361,329,Ablation from >0.6 Canonical
HELLS,Q9NRZ9,Q9NRZ9-9,0.27,0.34,838,129,Monomer Baseline / Stochastic Signal
HELLS,Q9NRZ9,Q9NRZ9-2,0.27,0.32,838,822,Monomer Baseline / Stochastic Signal
HELLS,Q9NRZ9,Q9NRZ9-7,0.27,0.31,838,345,Monomer Baseline / Stochastic Signal
HELLS,Q9NRZ9,Q9NRZ9-4,0.27,0.34,838,782,Monomer Baseline / Stochastic Signal
HELLS,Q9NRZ9,Q9NRZ9-8,0.27,0.13,838,315,Monomer Baseline / Stochastic Signal
MPO,P05164,P05164-2,0.19,0.27,745,650,Monomer Baseline / Stochastic Signal
SYTL4,Q96C24,Q96C24-2,0.16,0.22,671,349,Monomer Baseline / Stochastic Signal
CHIA,Q9BZP6,Q9BZP6-3,0.17,0.65,476,315,Monomer Baseline / Stochastic Signal
CHIA,Q9BZP6,Q9BZP6-2,0.17,0.16,476,368,Monomer Baseline / Stochastic Signal
COPZ1,P61923,P61923-3,0.09,0.67,177,154,Monomer Baseline / Stochastic Signal
CDH4,P55283,P55283-2,0.19,0.2,916,842,Monomer Baseline / Stochastic Signal
STK39,Q9UEW8,Q9UEW8-2,0.42,0.45,545,526,Monomer Baseline / Stochastic Signal
KLHL22,Q53GT1,Q53GT1-3,0.71,0.26,634,491,Ablation from >0.7 Canonical
KYNU,Q16719,Q16719-2,0.95,0.88,465,307,Conserved at >0.8
ARSD,P51689,P51689-3,0.18,0.13,593,503,Monomer Baseline / Stochastic Signal
NUDT9,Q9BW91,Q9BW91-2,0.16,0.15,350,300,Monomer Baseline / Stochastic Signal
ANKRD13D,Q6ZTN6,Q6ZTN6-1,0.17,0.16,605,518,Monomer Baseline / Stochastic Signal
PSMA7,O14818,O14818-2,0.12,0.18,248,178,Monomer Baseline / Stochastic Signal
STPG1,Q5TH74,Q5TH74-2,0.08,0.07,334,242,Monomer Baseline / Stochastic Signal
TEX9,Q8N6V9,Q8N6V9-2,0.43,0.47,391,316,Monomer Baseline / Stochastic Signal
CASP8,Q14790,Q14790-7,0.54,0.1,479,276,Monomer Baseline / Stochastic Signal
PNPLA8,Q9NP80,Q9NP80-3,0.56,0.6,782,682,Monomer Baseline / Stochastic Signal
PLEKHG7,Q6ZR37,Q6ZR37-3,0.57,0.06,691,173,Monomer Baseline / Stochastic Signal
NAALADL1,Q9UQQ1,Q9UQQ1-8,0.91,0.22,740,635,Ablation from >0.8 Canonical
NAALADL1,Q9UQQ1,Q9UQQ1-7,0.91,0.23,740,579,Ablation from >0.8 Canonical
NAALADL1,Q9UQQ1,Q9UQQ1-5,0.91,0.18,740,522,Ablation from >0.8 Canonical
STK32C,Q86UX6,Q86UX6-2,0.21,0.32,486,369,Monomer Baseline / Stochastic Signal
YIPF5,Q969M3,Q969M3-2,0.17,0.22,257,203,Monomer Baseline / Stochastic Signal
ARHGEF39,Q8N4T4,Q8N4T4-3,0.12,0.4,335,186,Monomer Baseline / Stochastic Signal
ARHGEF39,Q8N4T4,Q8N4T4-4,0.12,0.13,335,305,Monomer Baseline / Stochastic Signal
MKRN1,Q9UHC7,Q9UHC7-4,0.14,0.13,482,329,Monomer Baseline / Stochastic Signal
MKRN1,Q9UHC7,Q9UHC7-2,0.14,0.13,482,418,Monomer Baseline / Stochastic Signal
SLC5A11,Q8WWX8,Q8WWX8-3,0.18,0.19,675,611,Monomer Baseline / Stochastic Signal
ACADSB,P45954,P45954-2,0.77,0.71,432,330,Conserved at >0.7
CMSS1,Q9BQ75,Q9BQ75-2,0.11,0.1,279,261,Monomer Baseline / Stochastic Signal
DBNL,Q9UJU6,Q9UJU6-5,0.23,0.11,430,327,Monomer Baseline / Stochastic Signal
SH2D3C,Q8N5H7,Q8N5H7-3,0.2,0.28,860,506,Monomer Baseline / Stochastic Signal
HAL,P42357,P42357-3,0.87,0.92,657,449,Conserved at >0.8
HAL,P42357,P42357-2,0.87,0.88,657,591,Conserved at >0.8
RUNX1,Q01196,Q01196-11,0.14,0.15,453,348,Monomer Baseline / Stochastic Signal
RUNX1,Q01196,Q01196-3,0.14,0.1,453,250,Monomer Baseline / Stochastic Signal
RUNX1,Q01196,Q01196-4,0.14,0.1,453,257,Monomer Baseline / Stochastic Signal
GTF2H3,Q13889,Q13889-2,0.14,0.15,308,267,Monomer Baseline / Stochastic Signal
LRRIQ3,A6PVS8,A6PVS8-3,0.14,0.45,624,199,Monomer Baseline / Stochastic Signal
LRRIQ3,A6PVS8,A6PVS8-2,0.14,0.16,624,299,Monomer Baseline / Stochastic Signal
BMAL1,O00327,O00327-3,0.24,0.33,626,224,Monomer Baseline / Stochastic Signal
BMAL1,O00327,O00327-1,0.24,0.24,626,583,Monomer Baseline / Stochastic Signal
SLC1A2,P43004,P43004-2,0.72,0.74,574,565,Conserved at >0.7
SLC1A2,P43004,P43004-3,0.72,0.74,574,563,Conserved at >0.7
HCK,P08631,P08631-2,0.14,0.15,526,505,Monomer Baseline / Stochastic Signal
SLC39A2,Q9NP94,Q9NP94-2,0.74,0.35,309,85,Ablation from >0.7 Canonical
TUBGCP2,Q9BSJ2,Q9BSJ2-3,0.27,0.26,902,772,Monomer Baseline / Stochastic Signal
PSMD3,O43242,O43242-2,0.14,0.16,534,356,Monomer Baseline / Stochastic Signal
ANKH,Q9HCJ1,Q9HCJ1-2,0.16,0.69,492,294,Monomer Baseline / Stochastic Signal
PIK3R5,Q8WYR1,Q8WYR1-2,0.18,0.15,880,494,Monomer Baseline / Stochastic Signal
AMPD1,P23109,P23109-2,0.76,0.75,747,743,Conserved at >0.7
ZAP70,P43403,P43403-2,0.16,0.15,619,312,Monomer Baseline / Stochastic Signal
PLTP,P55058,P55058-4,0.16,0.1,493,405,Monomer Baseline / Stochastic Signal
FBXL7,Q9UJT9,Q9UJT9-2,0.16,0.17,491,444,Monomer Baseline / Stochastic Signal
USP21,Q9UK80,Q9UK80-2,0.18,0.26,565,382,Monomer Baseline / Stochastic Signal
TRA2B,P62995,P62995-3,0.16,0.2,288,188,Monomer Baseline / Stochastic Signal
JMJD6,Q6NYC1,Q6NYC1-2,0.15,0.14,403,372,Monomer Baseline / Stochastic Signal
ST6GALNAC3,Q8NDV1,Q8NDV1-2,0.12,0.39,305,210,Monomer Baseline / Stochastic Signal
AGBL5,Q8NDL9,Q8NDL9-2,0.17,0.17,886,816,Monomer Baseline / Stochastic Signal
AGBL5,Q8NDL9,Q8NDL9-3,0.17,0.16,886,717,Monomer Baseline / Stochastic Signal
PPP2R3B,Q9Y5P8,Q9Y5P8-2,0.16,0.46,575,176,Monomer Baseline / Stochastic Signal
ZNF823,P16415,P16415-2,0.14,0.12,610,428,Monomer Baseline / Stochastic Signal
PNMA8A,Q86V59,Q86V59-2,0.25,0.24,439,378,Monomer Baseline / Stochastic Signal
CCDC9B,Q6ZUT6,Q6ZUT6-2,0.15,0.17,534,324,Monomer Baseline / Stochastic Signal
CCDC9B,Q6ZUT6,Q6ZUT6-5,0.15,0.17,534,490,Monomer Baseline / Stochastic Signal
NDEL1,Q9GZM8,Q9GZM8-3,0.44,0.46,345,328,Monomer Baseline / Stochastic Signal
PHF23,Q9BUL5,Q9BUL5-4,0.16,0.16,403,399,Monomer Baseline / Stochastic Signal
ICOS,Q9Y6W8,Q9Y6W8-2,0.22,0.16,199,168,Monomer Baseline / Stochastic Signal
KRT36,O76013,O76013-2,0.34,0.35,467,417,Monomer Baseline / Stochastic Signal
SLC36A2,Q495M3,Q495M3-2,0.23,0.25,483,285,Monomer Baseline / Stochastic Signal
GAS2L1,Q99501,Q99501-2,0.21,0.14,681,337,Monomer Baseline / Stochastic Signal
ZNF43,P17038,P17038-2,0.19,0.19,809,803,Monomer Baseline / Stochastic Signal
SEC11A,P67812,P67812-2,0.12,0.11,179,153,Monomer Baseline / Stochastic Signal
KCNA3,P22001,P22001-5,0.52,0.6,575,382,Monomer Baseline / Stochastic Signal
KCNA3,P22001,P22001-4,0.52,0.54,575,523,Monomer Baseline / Stochastic Signal
RUFY2,Q8WXA3-1,Q8WXA3,0.35,0.34,655,606,Monomer Baseline / Stochastic Signal
HFE,Q30201,Q30201-8,0.12,0.19,348,276,Monomer Baseline / Stochastic Signal
FSTL3,O95633,O95633-2,0.16,0.12,263,237,Monomer Baseline / Stochastic Signal
CENPC,Q03188,Q03188-2,0.31,0.16,943,542,Monomer Baseline / Stochastic Signal
GTF3C2,Q8WUA4,Q8WUA4-2,0.2,0.28,911,585,Monomer Baseline / Stochastic Signal
STAT6,P42226,P42226-3,0.6,0.59,847,737,Ablation from >0.6 Canonical
POSTN,Q15063,Q15063-8,0.73,0.75,836,808,Conserved at >0.7
A1BG,P04217,P04217-2,0.19,0.15,495,373,Monomer Baseline / Stochastic Signal
ANKRD65,E5RJM6,E5RJM6-3,0.23,0.19,399,65,Monomer Baseline / Stochastic Signal
JADE1,Q6IE81,Q6IE81-3,0.2,0.16,842,509,Monomer Baseline / Stochastic Signal
HAUS8,Q9BT25,Q9BT25-2,0.23,0.22,410,349,Monomer Baseline / Stochastic Signal
PIGP,P57054,P57054-2,0.1,0.12,158,134,Monomer Baseline / Stochastic Signal
PIGP,P57054,P57054-3,0.1,0.19,158,108,Monomer Baseline / Stochastic Signal
RNF167,Q9H6Y7,Q9H6Y7-2,0.22,0.23,350,315,Monomer Baseline / Stochastic Signal
NAA15,Q9BXJ9,Q9BXJ9-4,0.19,0.13,866,526,Monomer Baseline / Stochastic Signal
POU2F2,P09086,P09086-2,0.36,0.37,479,467,Monomer Baseline / Stochastic Signal
RMDN3,Q96TC7,Q96TC7-2,0.22,0.21,470,341,Monomer Baseline / Stochastic Signal
TMEM209,Q96SK2,Q96SK2-2,0.16,0.17,561,560,Monomer Baseline / Stochastic Signal
NR0B1,P51843,P51843-2,0.15,0.14,470,400,Monomer Baseline / Stochastic Signal
PDE12,Q6L8Q7,Q6L8Q7-2,0.15,0.18,609,535,Monomer Baseline / Stochastic Signal
SLC25A37,Q9NYZ2,Q9NYZ2-2,0.12,0.13,338,155,Monomer Baseline / Stochastic Signal
SLC25A37,Q9NYZ2,Q9NYZ2-4,0.12,0.1,338,187,Monomer Baseline / Stochastic Signal
UBIAD1,Q9Y5Z9,Q9Y5Z9-2,0.19,0.51,338,179,Monomer Baseline / Stochastic Signal
SPRED2,Q7Z698,Q7Z698-2,0.13,0.13,418,415,Monomer Baseline / Stochastic Signal
MIB2,Q96AX9,Q96AX9-7,0.23,0.22,955,854,Monomer Baseline / Stochastic Signal
MIB2,Q96AX9,Q96AX9-8,0.23,0.18,955,802,Monomer Baseline / Stochastic Signal
MIB2,Q96AX9,Q96AX9-9,0.23,0.19,955,614,Monomer Baseline / Stochastic Signal
RNPS1,Q15287,Q15287-2,0.1,0.1,305,282,Monomer Baseline / Stochastic Signal
STAC2,Q6ZMT1,Q6ZMT1-2,0.15,0.23,411,269,Monomer Baseline / Stochastic Signal
PDE1C,Q14123,Q14123-2,0.6,0.64,709,634,Conserved at >0.6
PSMC2,P35998,P35998-2,0.19,0.14,433,296,Monomer Baseline / Stochastic Signal
CHMP1A,Q9HD42,Q9HD42-2,0.38,0.15,196,68,Monomer Baseline / Stochastic Signal
GRB10,Q13322,Q13322-3,0.43,0.44,594,536,Monomer Baseline / Stochastic Signal
GRB10,Q13322,Q13322-4,0.43,0.48,594,588,Monomer Baseline / Stochastic Signal
SLC39A10,Q9ULF5,Q9ULF5-2,0.44,0.57,831,381,Monomer Baseline / Stochastic Signal
TP53INP1,Q96A56,Q96A56-2,0.13,0.11,240,164,Monomer Baseline / Stochastic Signal
GRIK3,Q13003,Q13003-2,0.51,0.52,919,872,Monomer Baseline / Stochastic Signal
SLC15A4,Q8N697,Q8N697-2,0.15,0.55,577,240,Monomer Baseline / Stochastic Signal
STEAP2,Q8NFT2,Q8NFT2-2,0.6,0.6,490,454,Conserved at >0.6
RCBTB2,O95199,O95199-2,0.86,0.86,551,527,Conserved at >0.8
ITIH1,P19827,P19827-2,0.22,0.18,911,769,Monomer Baseline / Stochastic Signal
ITIH1,P19827,P19827-3,0.22,0.17,911,623,Monomer Baseline / Stochastic Signal
CSNK1D,P48730,P48730-2,0.19,0.19,415,409,Monomer Baseline / Stochastic Signal
AURKB,Q96GD4,Q96GD4-4,0.31,0.25,344,303,Monomer Baseline / Stochastic Signal
CCP110,O43303,O43303-2,0.24,0.24,1012,991,Monomer Baseline / Stochastic Signal
RASSF7,Q02833,Q02833-3,0.19,0.23,373,320,Monomer Baseline / Stochastic Signal
PPP1R8,Q12972,Q12972-2,0.4,0.08,351,209,Monomer Baseline / Stochastic Signal
PPP1R8,Q12972,Q12972-3,0.4,0.05,351,127,Monomer Baseline / Stochastic Signal
SORBS3,O60504,O60504-2,0.16,0.18,671,329,Monomer Baseline / Stochastic Signal
SRSF7,Q16629,Q16629-2,0.18,0.34,238,135,Monomer Baseline / Stochastic Signal
SRSF7,Q16629,Q16629-3,0.18,0.28,238,132,Monomer Baseline / Stochastic Signal
LUC7L2,Q9Y383,Q9Y383-3,0.13,0.14,392,389,Monomer Baseline / Stochastic Signal
TUBA8,Q9NY65,Q9NY65-2,0.18,0.15,449,383,Monomer Baseline / Stochastic Signal
FAXC,Q5TGI0,Q5TGI0-2,0.65,0.19,409,129,Ablation from >0.6 Canonical
CALCOCO2,Q13137,Q13137-5,0.39,0.43,446,374,Monomer Baseline / Stochastic Signal
HLTF,Q14527,Q14527-2,0.2,0.18,1009,887,Monomer Baseline / Stochastic Signal
TBX5,Q99593,Q99593-3,0.18,0.17,518,468,Monomer Baseline / Stochastic Signal
HMOX2,P30519,P30519-2,0.13,0.11,316,287,Monomer Baseline / Stochastic Signal
PFKFB2,O60825,O60825-2,0.69,0.72,505,471,Conserved at >0.6
FEZF2,Q8TBJ5,Q8TBJ5-2,0.14,0.15,459,304,Monomer Baseline / Stochastic Signal
LFNG,Q8NES3,Q8NES3-3,0.16,0.15,379,361,Monomer Baseline / Stochastic Signal
TARBP2,Q15633,Q15633-2,0.3,0.31,366,345,Monomer Baseline / Stochastic Signal
FAM120C,Q9NX05,Q9NX05-2,0.21,0.14,1096,238,Monomer Baseline / Stochastic Signal
ADPGK,Q9BRR6,Q9BRR6-6,0.15,0.44,497,78,Monomer Baseline / Stochastic Signal
ADPGK,Q9BRR6,Q9BRR6-3,0.15,0.54,497,258,Monomer Baseline / Stochastic Signal
CENPI,Q92674,Q92674-2,0.16,0.17,756,522,Monomer Baseline / Stochastic Signal
ARHGAP28,Q9P2N2,Q9P2N2-5,0.21,0.17,729,570,Monomer Baseline / Stochastic Signal
HMG20B,Q9P0W2,Q9P0W2-2,0.32,0.17,317,215,Monomer Baseline / Stochastic Signal
KRT13,P13646,P13646-3,0.33,0.33,458,420,Monomer Baseline / Stochastic Signal
CDNF,Q49AH0,Q49AH0-2,0.16,0.11,187,85,Monomer Baseline / Stochastic Signal
GPS2,Q13227,Q13227-2,0.27,0.25,327,303,Monomer Baseline / Stochastic Signal
COL25A1,Q9BXS0,Q9BXS0-2,0.18,0.19,654,642,Monomer Baseline / Stochastic Signal
ARMC5,Q96C12,Q96C12-3,0.21,0.16,935,502,Monomer Baseline / Stochastic Signal
ARMC5,Q96C12,Q96C12-2,0.21,0.27,935,771,Monomer Baseline / Stochastic Signal
COL9A1,P20849,P20849-2,0.19,0.16,921,678,Monomer Baseline / Stochastic Signal
COL9A1,P20849,P20849-3,0.19,0.17,921,328,Monomer Baseline / Stochastic Signal
TOP3B,O95985,O95985-3,0.17,0.17,862,707,Monomer Baseline / Stochastic Signal
TOP3B,O95985,O95985-2,0.17,0.16,862,730,Monomer Baseline / Stochastic Signal
STARD3NL,O95772,O95772-2,0.12,0.16,234,227,Monomer Baseline / Stochastic Signal
GCDH,Q92947,Q92947-2,0.6,0.85,438,428,Conserved at >0.6
BCL2L11,O43521,O43521-11,0.18,0.08,198,135,Monomer Baseline / Stochastic Signal
BCL2L11,O43521,O43521-10,0.18,0.06,198,135,Monomer Baseline / Stochastic Signal
BCL2L11,O43521,O43521-8,0.18,0.25,198,172,Monomer Baseline / Stochastic Signal
BCL2L11,O43521,O43521-13,0.18,0.05,198,44,Monomer Baseline / Stochastic Signal
BCL2L11,O43521,O43521-4,0.18,0.21,198,169,Monomer Baseline / Stochastic Signal
TRPV4,Q9HBA0,Q9HBA0-3,0.53,0.55,871,853,Monomer Baseline / Stochastic Signal
CCNDBP1,O95273,O95273-3,0.12,0.1,360,232,Monomer Baseline / Stochastic Signal
CCNDBP1,O95273,O95273-2,0.12,0.32,360,309,Monomer Baseline / Stochastic Signal
EVX1,P49640,P49640-2,0.15,0.13,407,225,Monomer Baseline / Stochastic Signal
CDK14,O94921,O94921-3,0.49,0.52,469,423,Monomer Baseline / Stochastic Signal
CEP57,Q86XR8,Q86XR8-5,0.34,0.34,500,491,Monomer Baseline / Stochastic Signal
CEP57,Q86XR8,Q86XR8-3,0.34,0.39,500,270,Monomer Baseline / Stochastic Signal
NKX3-1,Q99801,Q99801-2,0.11,0.15,234,185,Monomer Baseline / Stochastic Signal
ADAM19,Q9H013,Q9H013-2,0.19,0.18,955,918,Monomer Baseline / Stochastic Signal
PLD5,Q8N7P1,Q8N7P1-3,0.73,0.78,536,328,Conserved at >0.7
WASF2,Q9Y6W5,Q9Y6W5-2,0.25,0.23,498,281,Monomer Baseline / Stochastic Signal
CPEB1,Q9BZB8,Q9BZB8-2,0.14,0.13,566,491,Monomer Baseline / Stochastic Signal
PPP1R21,Q6ZMI0,Q6ZMI0-4,0.46,0.38,780,363,Monomer Baseline / Stochastic Signal
HNF4A,P41235,P41235-5,0.54,0.56,474,452,Monomer Baseline / Stochastic Signal
BDKRB2,P30411,P30411-2,0.13,0.13,391,364,Monomer Baseline / Stochastic Signal
VWA5A,O00534,O00534-4,0.18,0.23,786,266,Monomer Baseline / Stochastic Signal
VWA5A,O00534,O00534-3,0.18,0.18,786,415,Monomer Baseline / Stochastic Signal
ZMYM5,Q9UJ78,Q9UJ78-5,0.17,0.17,669,493,Monomer Baseline / Stochastic Signal
SCG3,Q8WXD2,Q8WXD2-2,0.14,0.11,468,236,Monomer Baseline / Stochastic Signal
ASH2L,Q9UBL3,Q9UBL3-3,0.22,0.22,628,534,Monomer Baseline / Stochastic Signal
UBE2C,O00762,O00762-2,0.11,0.15,179,140,Monomer Baseline / Stochastic Signal
SCLY,Q96I15,Q96I15-2,0.9,0.84,445,317,Conserved at >0.8
RARS1,P54136,P54136-2,0.17,0.17,660,588,Monomer Baseline / Stochastic Signal
SNX10,Q9Y5X0,Q9Y5X0-2,0.52,0.12,201,117,Monomer Baseline / Stochastic Signal
OSCP1,Q8WVF1,Q8WVF1-2,0.16,0.51,389,339,Monomer Baseline / Stochastic Signal
DIABLO,Q9NR28,Q9NR28-2,0.66,0.81,239,186,Conserved at >0.6
SYPL1,Q16563,Q16563-2,0.14,0.12,259,241,Monomer Baseline / Stochastic Signal
SEC23IP,Q9Y6Y8,Q9Y6Y8-2,0.55,0.54,1000,924,Monomer Baseline / Stochastic Signal
FAS,P25445,P25445-7,0.36,0.52,335,220,Monomer Baseline / Stochastic Signal
QKI,Q96PU8,Q96PU8-9,0.54,0.55,341,319,Monomer Baseline / Stochastic Signal
QKI,Q96PU8,Q96PU8-6,0.54,0.56,341,325,Monomer Baseline / Stochastic Signal
QKI,Q96PU8,Q96PU8-8,0.54,0.52,341,319,Monomer Baseline / Stochastic Signal
LIPE,Q05469,Q05469-2,0.21,0.22,1076,775,Monomer Baseline / Stochastic Signal
IL20RA,Q9UHF4,Q9UHF4-3,0.16,0.16,553,504,Monomer Baseline / Stochastic Signal
NELFCD,Q8IXH7,Q8IXH7-4,0.14,0.16,590,581,Monomer Baseline / Stochastic Signal
ENOPH1,Q9UHY7,Q9UHY7-2,0.22,0.22,261,115,Monomer Baseline / Stochastic Signal
CLNK,Q7Z7G1,Q7Z7G1-2,0.15,0.05,428,169,Monomer Baseline / Stochastic Signal
SIRT3,Q9NTG7,Q9NTG7-2,0.17,0.19,399,257,Monomer Baseline / Stochastic Signal
DSTN,P60981,P60981-2,0.18,0.16,165,148,Monomer Baseline / Stochastic Signal
CCR9,P51686,P51686-2,0.11,0.11,369,357,Monomer Baseline / Stochastic Signal
MAMSTR,Q6ZN01,Q6ZN01-2,0.15,0.11,415,312,Monomer Baseline / Stochastic Signal
HPGD,P15428,P15428-3,0.95,0.24,266,145,Ablation from >0.8 Canonical
HPGD,P15428,P15428-4,0.95,0.8,266,143,Conserved at >0.8
LY6G5B,Q8NDX9,Q8NDX9-2,0.13,0.12,201,146,Monomer Baseline / Stochastic Signal
PSMC5,P62195,P62195-2,0.13,0.13,406,398,Monomer Baseline / Stochastic Signal
DLEU7,Q6UYE1,Q6UYE1-2,0.11,0.36,221,160,Monomer Baseline / Stochastic Signal
RPS6KB1,P23443,P23443-3,0.17,0.19,525,472,Monomer Baseline / Stochastic Signal
RPS6KB1,P23443,P23443-4,0.17,0.17,525,451,Monomer Baseline / Stochastic Signal
RPS6KB1,P23443,P23443-2,0.17,0.17,525,502,Monomer Baseline / Stochastic Signal
MAVS,Q7Z434,Q7Z434-4,0.25,0.14,540,399,Monomer Baseline / Stochastic Signal
RASSF1,Q9NS23,Q9NS23-3,0.58,0.34,344,189,Monomer Baseline / Stochastic Signal
SEC61A1,P61619,P61619-3,0.2,0.27,476,356,Monomer Baseline / Stochastic Signal
ITGA10,O75578,O75578-2,0.22,0.22,1167,124,Monomer Baseline / Stochastic Signal
FCHSD2,O94868,O94868-3,0.6,0.64,740,515,Conserved at >0.6
FCHSD2,O94868,O94868-2,0.6,0.53,740,684,Ablation from >0.6 Canonical
PIH1D2,Q8WWB5,Q8WWB5-3,0.17,0.19,315,273,Monomer Baseline / Stochastic Signal
SLC12A4,Q9UP95,Q9UP95-3,0.77,0.72,1085,1011,Conserved at >0.7
SLC12A4,Q9UP95,Q9UP95-4,0.77,0.4,1085,780,Ablation from >0.7 Canonical
SLC12A4,Q9UP95,Q9UP95-2,0.77,0.75,1085,1068,Conserved at >0.7
OTUD7B,Q6GQQ9,Q6GQQ9-2,0.17,0.17,843,814,Monomer Baseline / Stochastic Signal
NOSTRIN,Q8IVI9,Q8IVI9-3,0.69,0.27,506,428,Ablation from >0.6 Canonical
TACC1,O75410,O75410-8,0.33,0.58,805,154,Monomer Baseline / Stochastic Signal
TACC1,O75410,O75410-3,0.33,0.36,805,610,Monomer Baseline / Stochastic Signal
RNF170,Q96K19,Q96K19-6,0.16,0.14,258,174,Monomer Baseline / Stochastic Signal
GLE1,Q53GS7,Q53GS7-2,0.37,0.17,698,659,Monomer Baseline / Stochastic Signal
COPS3,Q9UNS2,Q9UNS2-2,0.14,0.13,423,403,Monomer Baseline / Stochastic Signal
OSCAR,Q8IYS5,Q8IYS5-4,0.31,0.26,282,271,Monomer Baseline / Stochastic Signal
PCP2,Q8IVA1,Q8IVA1-2,0.13,0.13,136,120,Monomer Baseline / Stochastic Signal
TRAPPC11,Q7Z392,Q7Z392-3,0.2,0.19,1133,1086,Monomer Baseline / Stochastic Signal
CCDC3,Q9BQI4,Q9BQI4-2,0.28,0.53,270,145,Monomer Baseline / Stochastic Signal
NECTIN3,Q9NQS3,Q9NQS3-2,0.44,0.56,549,366,Monomer Baseline / Stochastic Signal
IQCB1,Q15051,Q15051-3,0.32,0.16,598,303,Monomer Baseline / Stochastic Signal
LRRC26,Q2I0M4,Q2I0M4-2,0.13,0.05,334,45,Monomer Baseline / Stochastic Signal
FGFR1,P11362,P11362-5,0.2,0.18,822,662,Monomer Baseline / Stochastic Signal
HPS1,Q92902,Q92902-3,0.43,0.44,700,324,Monomer Baseline / Stochastic Signal
POC1B,Q8TC44,Q8TC44-2,0.65,0.45,478,436,Ablation from >0.6 Canonical
RCAN1,P53805,P53805-3,0.19,0.14,252,171,Monomer Baseline / Stochastic Signal
RCAN1,P53805,P53805-4,0.19,0.35,252,117,Monomer Baseline / Stochastic Signal
TNIP2,Q8NFZ5,Q8NFZ5-2,0.34,0.4,429,322,Monomer Baseline / Stochastic Signal
SIGLEC8,Q9NYZ4,Q9NYZ4-3,0.12,0.12,499,431,Monomer Baseline / Stochastic Signal
DNAJC6,O75061,O75061-4,0.19,0.18,913,900,Monomer Baseline / Stochastic Signal
DNAJC6,O75061,O75061-3,0.19,0.16,913,442,Monomer Baseline / Stochastic Signal
BCO2,Q9BYV7,Q9BYV7-2,0.2,0.21,579,545,Monomer Baseline / Stochastic Signal
